-0.12189,-1.1681,-0.19763
-0.1977,-2.2304,-0.42993
-0.24529,-3.1822,-0.65085
-0.27012,-4.0941,-0.85462
-0.26097,-5.0532,-1.0343
-0.2481,-6.0527,-1.2169
-0.25275,-7.0826,-1.4351
-0.28854,-8.1271,-1.6837
-0.51117,-8.8124,-1.8619
-0.72054,-9.5063,-1.9757
-0.91122,-10.211,-2.0534
-1.0974,-10.917,-2.0593
-1.2836,-11.659,-2.0281
-1.4642,-12.422,-1.9847
-1.6441,-13.181,-1.9391
-1.8163,-13.943,-1.9292
-1.8859,-14.682,-1.936
-1.95,-15.452,-1.9269
-2.0125,-16.228,-1.9145
-2.0739,-17.008,-1.9264
-2.1387,-17.784,-1.9621
-2.2022,-18.559,-2.0232
-2.2494,-19.316,-2.0905
-2.2881,-20.044,-2.1395
-2.2636,-20.824,-2.2581
-2.2594,-21.584,-2.3947
-2.2763,-22.338,-2.5453
-2.3048,-23.095,-2.709
-2.34,-23.851,-2.8616
-2.382,-24.567,-2.9689
-2.4368,-25.22,-3.024
-2.5029,-25.866,-3.0317
-2.6241,-26.184,-3.0817
-2.7429,-26.474,-3.1295
-2.864,-26.756,-3.1706
-2.9765,-27.008,-3.2056
-3.0902,-27.221,-3.2314
-3.2006,-27.412,-3.2502
-3.2974,-27.567,-3.2794
-3.3907,-27.691,-3.3067
-3.4675,-27.6,-3.2906
-3.5435,-27.517,-3.2514
-3.6206,-27.441,-3.2046
-3.6922,-27.339,-3.1335
-3.7645,-27.216,-3.0152
-3.8311,-27.094,-2.8775
-3.8951,-26.99,-2.7147
-3.9619,-26.894,-2.5352
-4.0681,-26.873,-2.4109
-4.175,-26.846,-2.2899
-4.2923,-26.802,-2.1667
-4.4112,-26.749,-2.0489
-4.5301,-26.693,-1.9362
-4.6506,-26.625,-1.8096
-4.7606,-26.564,-1.6805
-4.8642,-26.496,-1.5511
-4.9527,-26.45,-1.3688
-5.0394,-26.395,-1.192
-5.1213,-26.33,-1.0149
-5.2023,-26.269,-0.83201
-5.2856,-26.212,-0.65604
-5.369,-26.162,-0.47761
-5.4547,-26.111,-0.29463
-5.5391,-26.052,-0.10151
-5.609,-25.958,0.061736
-5.6798,-25.844,0.21112
-5.7465,-25.727,0.33858
-5.8141,-25.608,0.46007
-5.8608,-25.47,0.57053
-5.9294,-25.321,0.67975
-5.9906,-25.172,0.77735
-6.0394,-25.029,0.8722
-6.0524,-24.735,1.0544
-6.059,-24.424,1.2323
-6.0621,-24.102,1.4071
-6.0629,-23.762,1.5833
-6.0601,-23.433,1.7494
-6.0561,-23.091,1.9194
-6.0552,-22.742,2.0908
-6.0505,-22.384,2.2704
-6.0812,-21.95,2.5823
-6.1008,-21.504,2.8799
-6.1231,-21.006,3.1992
-6.1344,-20.466,3.5181
-6.1335,-19.927,3.8251
-6.1115,-19.387,4.1118
-6.0708,-18.85,4.3456
-6.023,-18.306,4.5485
-5.9611,-17.521,4.5885
-5.8972,-16.688,4.6488
-5.8111,-15.855,4.7141
-5.7092,-14.999,4.8054
-5.5861,-14.13,4.9092
-5.4561,-13.242,5.0306
-5.3164,-12.349,5.1655
-5.1461,-11.444,5.3244
-4.974,-10.56,5.4506
-4.8013,-9.6871,5.5438
-4.6188,-8.8112,5.6155
-4.4394,-7.8808,5.6264
-4.2789,-6.9424,5.6353
-4.1864,-6.0788,5.6848
-4.1279,-5.3265,5.7755
-4.1034,-4.5326,5.8331
-4.0687,-3.7065,6.2478
-4.0257,-2.8673,6.6682
-3.9645,-2.0479,7.0483
-3.8898,-1.2239,7.4109
-3.8003,-0.38151,7.7537
-3.7002,0.48869,8.0598
-3.5883,1.404,8.3058
-3.4687,2.3287,8.5139
-3.4368,3.3035,8.4982
-3.4077,4.2539,8.4991
-3.3858,5.1742,8.5141
-3.3608,6.0503,8.6068
-3.3288,6.9139,8.7376
-3.269,7.8131,8.9166
-3.1852,8.7307,9.0993
-3.0653,9.6615,9.3254
-2.6601,10.76,9.667
-2.2475,11.847,10.008
-1.8343,12.93,10.348
-1.4295,14.025,10.673
-1.0382,15.103,10.975
-0.68178,16.172,11.206
-0.37639,17.216,11.37
-0.11926,18.235,11.481
0.039909,19.096,11.715
0.22532,19.97,12.002
0.4508,20.834,12.356
0.72144,21.742,12.746
1.0436,22.617,13.197
1.4062,23.521,13.671
1.8028,24.435,14.166
2.2302,25.365,14.64
2.5954,26.33,15.018
2.9167,27.296,15.372
3.2057,28.27,15.685
3.4823,29.25,15.97
3.7158,30.243,16.196
3.901,31.222,16.355
4.036,32.19,16.444
4.1358,33.144,16.469
4.2587,34.147,16.243
4.3974,35.166,16.024
4.5393,36.176,15.8
4.6844,37.184,15.574
4.8325,38.178,15.348
4.9745,39.177,15.132
5.122,40.151,14.942
5.2503,41.122,14.752
5.3803,42.022,14.526
5.5163,42.902,14.295
5.6533,43.744,14.048
5.787,44.533,13.794
5.9289,45.273,13.544
6.0878,45.968,13.312
6.2815,46.661,13.119
6.5019,47.359,12.952
6.6556,47.941,12.858
6.757,48.486,12.727
6.8258,49.001,12.58
6.8522,49.474,12.422
6.8623,49.928,12.314
6.8381,50.35,12.222
6.811,50.764,12.159
6.7491,51.148,12.089
6.6298,51.304,12.106
6.5233,51.443,12.113
6.4268,51.563,12.111
6.3342,51.668,12.082
6.2426,51.745,12.019
6.1615,51.797,11.93
6.0872,51.829,11.817
5.9642,51.811,11.621
5.7987,51.72,11.444
5.6356,51.635,11.273
5.4625,51.56,11.094
5.2854,51.481,10.922
5.0944,51.429,10.752
4.8869,51.373,10.587
4.6809,51.329,10.427
4.4673,51.26,10.27
4.2426,51.183,10.043
4.017,51.093,9.7905
3.795,51.008,9.5108
3.573,50.924,9.1967
3.3693,50.843,8.8833
3.1873,50.72,8.5767
3.0267,50.591,8.2941
2.8878,50.463,8.0465
2.7489,50.463,7.8899
2.6151,50.489,7.7248
2.4743,50.494,7.5431
2.328,50.474,7.3483
2.1788,50.434,7.1461
2.0335,50.357,6.9561
1.8799,50.291,6.7597
1.7239,50.225,6.5677
1.5688,50.172,6.4043
1.4053,50.147,6.2182
1.2356,50.114,6.011
1.0594,50.063,5.7901
0.89021,50.014,5.5695
0.72206,49.966,5.3561
0.5796,49.964,5.1777
0.42625,49.951,4.9992
0.24137,49.881,4.7315
0.097578,49.841,4.5037
-0.055227,49.783,4.2649
-0.18063,49.721,4.064
-0.33957,49.624,3.8248
-0.47897,49.526,3.596
-0.60049,49.409,3.3853
-0.74333,49.268,3.1504
-0.76064,48.973,3.2043
-0.82442,48.683,3.1908
-0.85794,48.378,3.2156
-0.98962,48.044,3.1065
-1.095,47.687,3.0265
-1.1381,47.347,3.0279
-1.1744,46.993,3.0377
-1.2307,46.62,3.0124
-1.2813,45.98,2.8316
-1.3423,45.288,2.6448
-1.4119,44.618,2.4515
-1.4893,43.942,2.261
-1.5578,43.285,2.0988
-1.6366,42.62,1.9395
-1.6969,41.96,1.8214
-1.7326,41.297,1.7539
-1.5257,40.366,1.8971
-1.3251,39.389,2.0214
-1.0882,38.413,2.1736
-0.87983,37.401,2.2822
-0.63608,36.418,2.4392
-0.42067,35.366,2.5493
-0.21005,34.304,2.6575
-0.0094713,33.233,2.7777
0.039848,32.205,2.8287
0.08113,31.132,2.8571
0.11696,30.042,2.8503
0.17205,28.92,2.8416
0.25119,27.766,2.8504
0.34434,26.601,2.8552
0.43049,25.415,2.8597
0.49084,24.223,2.8569
0.43183,23.254,2.956
0.34738,22.305,3.0201
0.23663,21.361,3.0323
0.10745,20.401,3.0056
-0.019977,19.38,2.9369
-0.14796,18.316,2.8433
-0.26671,17.219,2.7643
-0.36436,16.107,2.7106
-0.27572,15.077,2.4794
-0.14972,14.02,2.2582
0.0031378,12.952,2.0516
0.16607,11.878,1.8398
0.32918,10.796,1.634
0.48141,9.722,1.4237
0.62868,8.637,1.2394
0.77558,7.582,1.0946
0.86764,6.5269,0.87238
0.93983,5.4544,0.6127
1.0307,4.3818,0.32341
1.1281,3.3192,0.017737
1.231,2.2602,-0.30299
1.3457,1.1792,-0.61733
1.4621,0.053192,-0.88212
1.5856,-1.0628,-1.0689
1.7549,-2.09,-1.2405
1.9297,-3.0922,-1.4567
2.0987,-4.087,-1.6953
2.2552,-5.0788,-1.9384
2.3987,-6.0207,-2.1221
2.5407,-6.9218,-2.2659
2.6853,-7.819,-2.4041
2.8252,-8.7092,-2.5591
2.8904,-9.1903,-2.8039
2.9747,-9.6699,-3.093
3.0774,-10.121,-3.395
3.1893,-10.564,-3.7217
3.314,-10.981,-4.0554
3.4548,-11.393,-4.3658
3.6102,-11.792,-4.6414
3.7741,-12.188,-4.8686
3.8501,-12.39,-5.0547
3.9046,-12.579,-5.2259
3.9508,-12.731,-5.3571
3.9813,-12.848,-5.4677
4.0116,-12.929,-5.5405
4.0188,-13.004,-5.5764
3.9984,-13.05,-5.586
3.959,-13.032,-5.5871
3.86,-12.94,-5.5439
3.764,-12.863,-5.4988
3.6694,-12.784,-5.4429
3.5797,-12.717,-5.377
3.4885,-12.667,-5.3095
3.4004,-12.606,-5.2298
3.3109,-12.552,-5.1329
3.2184,-12.508,-5.0204
3.1514,-12.444,-4.7807
3.0813,-12.369,-4.5417
3.0117,-12.282,-4.3061
2.9352,-12.204,-4.0644
2.8507,-12.11,-3.8195
2.7648,-12.011,-3.5631
2.6817,-11.893,-3.3042
2.5988,-11.754,-3.0491
2.4646,-11.553,-2.9074
2.3406,-11.381,-2.7539
2.2235,-11.213,-2.5909
2.1167,-11.032,-2.4198
2.018,-10.866,-2.2423
1.9231,-10.684,-2.0739
1.8228,-10.561,-1.8939
1.7161,-10.43,-1.7177
1.631,-10.312,-1.5651
1.5543,-10.179,-1.4175
1.4891,-10.043,-1.2777
1.4015,-9.9076,-1.1395
1.3355,-9.8235,-1.0005
1.271,-9.7443,-0.86874
1.2049,-9.6201,-0.75693
1.1449,-9.5098,-0.65647
1.1147,-9.4353,-0.52351
1.0838,-9.3213,-0.40207
1.042,-9.2453,-0.25306
1.0004,-9.0987,-0.15969
0.93582,-8.9646,-0.03174
0.87307,-8.795,0.025695
0.80083,-8.6199,0.079431
0.70495,-8.4971,0.23649
0.64503,-8.3753,0.31663
0.58086,-8.3853,0.40037
0.51359,-8.2819,0.4741
0.44819,-8.2324,0.56563
0.38369,-8.2029,0.67102
0.32522,-8.1594,0.77451
0.27316,-8.0465,0.88407
0.235,-7.8898,0.98568
0.20343,-7.6953,0.98625
0.1745,-7.5251,0.92519
0.13853,-7.3639,0.85862
0.082635,-7.2408,0.95001
0.021207,-7.2645,1.0318
-0.049325,-7.2726,1.1219
-0.12022,-7.2314,1.2223
-0.17513,-7.2026,1.3403
-0.21031,-7.1325,1.2998
-0.24388,-7.1185,1.2377
-0.27735,-7.1647,1.1767
-0.34413,-7.1547,1.3175
-0.41529,-7.2017,1.4311
-0.4857,-7.1746,1.553
-0.54211,-7.1236,1.6836
-0.57814,-7.2174,1.7727
-0.55647,-7.3103,1.6817
-0.54357,-7.4327,1.6212
-0.53218,-7.5309,1.5271
-0.52218,-7.5006,1.4071
-0.51243,-7.5652,1.3109
-0.50545,-7.6116,1.2254
-0.51437,-7.6843,1.1694
-0.53853,-7.7004,1.1057
-0.60988,-7.5861,1.2307
-0.65503,-7.6141,1.1994
-0.69881,-7.6039,1.1591
-0.74866,-7.6788,1.1508
-0.79217,-7.6815,1.1065
-0.83386,-7.6564,1.0613
-0.88099,-7.5683,1.0417
-0.92969,-7.4792,1.0147
-1.0124,-7.3195,0.97853
-1.0928,-7.2954,0.90711
-1.1772,-7.2484,0.83255
-1.2593,-7.234,0.77496
-1.3426,-7.1368,0.70866
-1.4442,-7.0729,0.646
-1.5534,-6.9182,0.57889
-1.6674,-6.9178,0.60611
-1.8342,-6.7889,0.61944
-2.0194,-6.6308,0.70195
-2.2003,-6.6329,0.71699
-2.3859,-6.4948,0.77125
-2.5705,-6.478,0.80241
-2.7649,-6.3267,0.88107
-2.9513,-6.3124,0.93269
-3.1375,-6.2375,0.97017
-3.2905,-6.1561,0.91294
-3.4437,-6.0933,0.83397
-3.6024,-6.0006,0.75291
-3.7691,-5.9119,0.66726
-3.939,-5.7801,0.59374
-4.1059,-5.6778,0.50601
-4.2818,-5.6473,0.43147
-4.4593,-5.5252,0.35337
-4.5774,-5.4784,0.2132
-4.7134,-5.5301,0.22913
-4.8488,-5.4674,0.28599
-4.9701,-5.4132,0.34503
-5.0703,-5.3054,0.38161
-5.1574,-5.2666,0.43973
-5.2297,-5.1932,0.48594
-5.3025,-5.2086,0.53563
-5.3427,-5.2143,0.46197
-5.3922,-5.2888,0.42973
-5.4459,-5.283,0.34003
-5.5107,-5.3039,0.24619
-5.5933,-5.3799,0.32173
-5.6581,-5.2901,0.26658
-5.7213,-5.1912,0.24058
-5.7823,-5.2252,0.22064
-5.8986,-5.1757,0.26497
-6.0391,-5.1248,0.32265
-6.1927,-5.1229,0.38795
-6.3641,-5.0933,0.46522
-6.5591,-5.0543,0.54154
-6.7961,-5.0185,0.60334
-7.0817,-4.9759,0.62199
-7.4072,-4.9142,0.59062
-8.0676,-4.8148,0.44689
-8.7272,-4.7438,0.3699
-9.3757,-4.6616,0.30465
-10.011,-4.5536,0.20876
-10.63,-4.4124,0.090872
-11.245,-4.3106,0.037277
-11.855,-4.1804,0.1041
-12.439,-4.0277,0.060791
-13.017,-3.8091,0.044707
-13.599,-3.5988,0.019166
-14.192,-3.4086,-0.01182
-14.792,-3.2219,-0.067904
-15.396,-3.0506,-0.15707
-16.002,-2.8879,-0.27112
-16.612,-2.8139,-0.40626
-17.226,-2.6111,-0.58172
-17.837,-2.3829,-0.6651
-18.427,-2.2323,-0.77679
-19.007,-2.0512,-0.86505
-19.586,-1.7605,-0.94743
-20.153,-1.5107,-1.0298
-20.711,-1.2157,-1.1256
-21.269,-0.97419,-1.2095
-21.819,-0.66818,-1.2566
-22.397,-0.48263,-1.1523
-22.969,-0.33951,-1.0637
-23.526,-0.19662,-0.98358
-24.058,-0.05806,-0.9102
-24.559,0.080316,-0.8539
-25.039,0.19442,-0.82528
-25.498,0.30788,-0.83237
-25.946,0.43829,-0.86982
-26.38,0.59917,-0.95804
-26.818,0.82058,-1.0251
-27.265,1.0384,-1.0702
-27.715,1.2733,-1.0961
-28.165,1.4698,-1.0911
-28.611,1.6651,-1.078
-29.05,1.8814,-1.0498
-29.47,2.0466,-0.98454
-29.84,2.1011,-0.96367
-30.184,2.1485,-0.95204
-30.516,2.1884,-0.9469
-30.836,2.2408,-0.94198
-31.14,2.3451,-0.94214
-31.442,2.4686,-0.93315
-31.718,2.5428,-0.93331
-32.004,2.5745,-0.93573
-32.337,2.6143,-0.90028
-32.676,2.6556,-0.83852
-33.018,2.6767,-0.75911
-33.364,2.6889,-0.6685
-33.717,2.714,-0.56711
-34.073,2.7296,-0.45898
